PSnF,PS,PL,PC,FP,FN,atributos,Total,confianza,soporte,SA,SF
0.743,0.726,0.631,0.631,59,7,42,1050,0.5,0.0,10,14
0.743,0.726,0.832,0.832,5,25,42,447,0.8,0.0,10,14
0.743,0.726,0.832,0.832,4,26,42,355,0.85,0.0,10,14
0.743,0.726,0.81,0.81,3,31,42,297,0.9,0.0,10,14
0.743,0.726,0.788,0.799,0,36,42,253,0.95,0.0,10,14
0.743,0.726,0.631,0.631,59,7,42,941,0.5,0.001,10,14
0.743,0.726,0.832,0.832,5,25,42,338,0.8,0.001,10,14
0.743,0.726,0.832,0.832,4,26,42,246,0.85,0.001,10,14
0.743,0.726,0.81,0.81,3,31,42,188,0.9,0.001,10,14
0.743,0.726,0.788,0.799,0,36,42,144,0.95,0.001,10,14
0.743,0.726,0.631,0.631,59,7,42,822,0.5,0.003,10,14
0.743,0.726,0.832,0.832,5,25,42,294,0.8,0.003,10,14
0.743,0.726,0.832,0.832,4,26,42,202,0.85,0.003,10,14
0.743,0.726,0.81,0.81,3,31,42,144,0.9,0.003,10,14
0.743,0.726,0.788,0.799,0,36,42,100,0.95,0.003,10,14
0.743,0.726,0.631,0.631,59,7,42,633,0.5,0.006,10,14
0.743,0.726,0.832,0.832,5,25,42,255,0.8,0.006,10,14
0.743,0.726,0.832,0.832,4,26,42,163,0.85,0.006,10,14
0.743,0.726,0.81,0.81,3,31,42,105,0.9,0.006,10,14
0.743,0.726,0.788,0.799,0,36,42,61,0.95,0.006,10,14
0.743,0.709,0.631,0.631,59,7,42,381,0.5,0.011,10,14
0.743,0.709,0.832,0.832,5,25,42,138,0.8,0.011,10,14
0.743,0.709,0.821,0.821,4,28,42,108,0.85,0.011,10,14
0.743,0.709,0.81,0.81,3,31,42,75,0.9,0.011,10,14
0.743,0.709,0.788,0.788,0,38,42,31,0.95,0.011,10,14
0.743,0.698,0.631,0.631,59,7,42,191,0.5,0.022,10,14
0.743,0.698,0.844,0.844,3,25,42,51,0.8,0.022,10,14
0.743,0.698,0.827,0.827,3,28,42,44,0.85,0.022,10,14
0.743,0.698,0.816,0.816,2,31,42,35,0.9,0.022,10,14
0.743,0.698,0.788,0.788,0,38,42,13,0.95,0.022,10,14
0.743,0.615,0.631,0.631,59,7,42,66,0.5,0.045,10,14
0.743,0.615,0.832,0.832,2,28,42,14,0.8,0.045,10,14
0.743,0.615,0.816,0.816,2,31,42,12,0.85,0.045,10,14
0.743,0.615,0.816,0.816,2,31,42,11,0.9,0.045,10,14
0.743,0.615,0.737,0.737,0,47,42,4,0.95,0.045,10,14
0.743,0.615,0.816,0.816,14,19,42,1,0.5,0.18,10,14
0.743,0.615,0.615,0.615,0,69,42,0,0.8,0.18,10,14
0.743,0.615,0.615,0.615,0,69,42,0,0.85,0.18,10,14
0.743,0.615,0.615,0.615,0,69,42,0,0.9,0.18,10,14
0.743,0.615,0.615,0.615,0,69,42,0,0.95,0.18,10,14
0.743,0.743,0.631,0.631,59,7,44,1128,0.5,0.0,10,16
0.743,0.743,0.832,0.832,5,25,44,482,0.8,0.0,10,16
0.743,0.743,0.832,0.832,4,26,44,387,0.85,0.0,10,16
0.743,0.743,0.81,0.81,3,31,44,329,0.9,0.0,10,16
0.743,0.743,0.788,0.799,0,36,44,275,0.95,0.0,10,16
0.743,0.743,0.631,0.631,59,7,44,1014,0.5,0.001,10,16
0.743,0.743,0.832,0.832,5,25,44,368,0.8,0.001,10,16
0.743,0.743,0.832,0.832,4,26,44,273,0.85,0.001,10,16
0.743,0.743,0.81,0.81,3,31,44,215,0.9,0.001,10,16
0.743,0.743,0.788,0.799,0,36,44,161,0.95,0.001,10,16
0.743,0.743,0.631,0.631,59,7,44,891,0.5,0.003,10,16
0.743,0.743,0.832,0.832,5,25,44,327,0.8,0.003,10,16
0.743,0.743,0.832,0.832,4,26,44,232,0.85,0.003,10,16
0.743,0.743,0.81,0.81,3,31,44,174,0.9,0.003,10,16
0.743,0.743,0.788,0.799,0,36,44,120,0.95,0.003,10,16
0.743,0.743,0.631,0.631,59,7,44,671,0.5,0.006,10,16
0.743,0.743,0.832,0.832,5,25,44,277,0.8,0.006,10,16
0.743,0.743,0.832,0.832,4,26,44,182,0.85,0.006,10,16
0.743,0.743,0.81,0.81,3,31,44,124,0.9,0.006,10,16
0.743,0.743,0.788,0.799,0,36,44,70,0.95,0.006,10,16
0.743,0.726,0.631,0.631,59,7,44,400,0.5,0.011,10,16
0.743,0.726,0.832,0.832,5,25,44,150,0.8,0.011,10,16
0.743,0.726,0.821,0.821,4,28,44,120,0.85,0.011,10,16
0.743,0.726,0.81,0.81,3,31,44,87,0.9,0.011,10,16
0.743,0.726,0.788,0.788,0,38,44,33,0.95,0.011,10,16
0.743,0.698,0.631,0.631,59,7,44,200,0.5,0.022,10,16
0.743,0.698,0.844,0.844,3,25,44,60,0.8,0.022,10,16
0.743,0.698,0.827,0.827,3,28,44,52,0.85,0.022,10,16
0.743,0.698,0.816,0.816,2,31,44,42,0.9,0.022,10,16
0.743,0.698,0.788,0.788,0,38,44,14,0.95,0.022,10,16
0.743,0.615,0.631,0.631,59,7,44,67,0.5,0.045,10,16
0.743,0.615,0.832,0.832,2,28,44,16,0.8,0.045,10,16
0.743,0.615,0.816,0.816,2,31,44,14,0.85,0.045,10,16
0.743,0.615,0.816,0.816,2,31,44,13,0.9,0.045,10,16
0.743,0.615,0.737,0.737,0,47,44,4,0.95,0.045,10,16
0.743,0.615,0.816,0.816,14,19,44,1,0.5,0.18,10,16
0.743,0.615,0.615,0.615,0,69,44,0,0.8,0.18,10,16
0.743,0.615,0.615,0.615,0,69,44,0,0.85,0.18,10,16
0.743,0.615,0.615,0.615,0,69,44,0,0.9,0.18,10,16
0.743,0.615,0.615,0.615,0,69,44,0,0.95,0.18,10,16
0.743,0.743,0.631,0.631,59,7,46,1143,0.5,0.0,10,18
0.743,0.743,0.832,0.832,5,25,46,486,0.8,0.0,10,18
0.743,0.743,0.832,0.832,4,26,46,383,0.85,0.0,10,18
0.743,0.743,0.81,0.81,3,31,46,323,0.9,0.0,10,18
0.743,0.743,0.788,0.799,0,36,46,272,0.95,0.0,10,18
0.743,0.743,0.631,0.631,59,7,46,1031,0.5,0.001,10,18
0.743,0.743,0.832,0.832,5,25,46,374,0.8,0.001,10,18
0.743,0.743,0.832,0.832,4,26,46,271,0.85,0.001,10,18
0.743,0.743,0.81,0.81,3,31,46,211,0.9,0.001,10,18
0.743,0.743,0.788,0.799,0,36,46,160,0.95,0.001,10,18
0.743,0.743,0.631,0.631,59,7,46,901,0.5,0.003,10,18
0.743,0.743,0.832,0.832,5,25,46,328,0.8,0.003,10,18
0.743,0.743,0.832,0.832,4,26,46,225,0.85,0.003,10,18
0.743,0.743,0.81,0.81,3,31,46,165,0.9,0.003,10,18
0.743,0.743,0.788,0.799,0,36,46,114,0.95,0.003,10,18
0.743,0.743,0.631,0.631,59,7,46,688,0.5,0.006,10,18
0.743,0.743,0.832,0.832,5,25,46,288,0.8,0.006,10,18
0.743,0.743,0.832,0.832,4,26,46,185,0.85,0.006,10,18
0.743,0.743,0.81,0.81,3,31,46,125,0.9,0.006,10,18
0.743,0.743,0.788,0.799,0,36,46,74,0.95,0.006,10,18
0.743,0.726,0.631,0.631,59,7,46,408,0.5,0.011,10,18
0.743,0.726,0.832,0.832,5,25,46,145,0.8,0.011,10,18
0.743,0.726,0.821,0.821,4,28,46,112,0.85,0.011,10,18
0.743,0.726,0.81,0.81,3,31,46,82,0.9,0.011,10,18
0.743,0.726,0.788,0.788,0,38,46,31,0.95,0.011,10,18
0.743,0.698,0.631,0.631,59,7,46,192,0.5,0.022,10,18
0.743,0.698,0.844,0.844,3,25,46,58,0.8,0.022,10,18
0.743,0.698,0.827,0.827,3,28,46,49,0.85,0.022,10,18
0.743,0.698,0.816,0.816,2,31,46,41,0.9,0.022,10,18
0.743,0.698,0.788,0.788,0,38,46,13,0.95,0.022,10,18
0.743,0.615,0.631,0.631,59,7,46,68,0.5,0.045,10,18
0.743,0.615,0.832,0.832,2,28,46,16,0.8,0.045,10,18
0.743,0.615,0.816,0.816,2,31,46,14,0.85,0.045,10,18
0.743,0.615,0.816,0.816,2,31,46,13,0.9,0.045,10,18
0.743,0.615,0.737,0.737,0,47,46,4,0.95,0.045,10,18
0.743,0.615,0.816,0.816,14,19,46,1,0.5,0.18,10,18
0.743,0.615,0.615,0.615,0,69,46,0,0.8,0.18,10,18
0.743,0.615,0.615,0.615,0,69,46,0,0.85,0.18,10,18
0.743,0.615,0.615,0.615,0,69,46,0,0.9,0.18,10,18
0.743,0.615,0.615,0.615,0,69,46,0,0.95,0.18,10,18
0.743,0.709,0.631,0.631,59,7,34,980,0.5,0.0,12,4
0.743,0.709,0.793,0.793,2,35,34,428,0.8,0.0,12,4
0.743,0.709,0.793,0.793,1,36,34,316,0.85,0.0,12,4
0.743,0.709,0.737,0.737,0,47,34,265,0.9,0.0,12,4
0.743,0.709,0.737,0.737,0,47,34,232,0.95,0.0,12,4
0.743,0.709,0.631,0.631,59,7,34,868,0.5,0.001,12,4
0.743,0.709,0.793,0.793,2,35,34,316,0.8,0.001,12,4
0.743,0.709,0.793,0.793,1,36,34,204,0.85,0.001,12,4
0.743,0.709,0.737,0.737,0,47,34,153,0.9,0.001,12,4
0.743,0.709,0.737,0.737,0,47,34,120,0.95,0.001,12,4
0.743,0.709,0.631,0.631,59,7,34,780,0.5,0.003,12,4
0.743,0.709,0.793,0.793,2,35,34,290,0.8,0.003,12,4
0.743,0.709,0.793,0.793,1,36,34,178,0.85,0.003,12,4
0.743,0.709,0.737,0.737,0,47,34,127,0.9,0.003,12,4
0.743,0.709,0.737,0.737,0,47,34,94,0.95,0.003,12,4
0.743,0.709,0.631,0.631,59,7,34,617,0.5,0.006,12,4
0.743,0.709,0.793,0.793,2,35,34,259,0.8,0.006,12,4
0.743,0.709,0.793,0.793,1,36,34,147,0.85,0.006,12,4
0.743,0.709,0.737,0.737,0,47,34,96,0.9,0.006,12,4
0.743,0.709,0.737,0.737,0,47,34,63,0.95,0.006,12,4
0.743,0.709,0.631,0.631,59,7,34,393,0.5,0.011,12,4
0.743,0.709,0.793,0.793,2,35,34,147,0.8,0.011,12,4
0.743,0.709,0.777,0.777,1,39,34,91,0.85,0.011,12,4
0.743,0.709,0.737,0.737,0,47,34,67,0.9,0.011,12,4
0.743,0.709,0.737,0.737,0,47,34,34,0.95,0.011,12,4
0.743,0.698,0.631,0.631,59,7,34,204,0.5,0.022,12,4
0.743,0.698,0.799,0.799,1,35,34,64,0.8,0.022,12,4
0.743,0.698,0.777,0.777,1,39,34,45,0.85,0.022,12,4
0.743,0.698,0.737,0.737,0,47,34,36,0.9,0.022,12,4
0.743,0.698,0.737,0.737,0,47,34,18,0.95,0.022,12,4
0.743,0.615,0.631,0.631,59,7,34,80,0.5,0.045,12,4
0.743,0.615,0.771,0.771,0,41,34,16,0.8,0.045,12,4
0.743,0.615,0.749,0.749,0,45,34,12,0.85,0.045,12,4
0.743,0.615,0.737,0.737,0,47,34,11,0.9,0.045,12,4
0.743,0.615,0.737,0.737,0,47,34,6,0.95,0.045,12,4
0.743,0.615,0.816,0.816,14,19,34,2,0.5,0.18,12,4
0.743,0.615,0.615,0.615,0,69,34,0,0.8,0.18,12,4
0.743,0.615,0.615,0.615,0,69,34,0,0.85,0.18,12,4
0.743,0.615,0.615,0.615,0,69,34,0,0.9,0.18,12,4
0.743,0.615,0.615,0.615,0,69,34,0,0.95,0.18,12,4
0.743,0.709,0.631,0.631,59,7,36,1040,0.5,0.0,12,6
0.743,0.709,0.793,0.793,2,35,36,449,0.8,0.0,12,6
0.743,0.709,0.793,0.793,1,36,36,338,0.85,0.0,12,6
0.743,0.709,0.737,0.737,0,47,36,286,0.9,0.0,12,6
0.743,0.709,0.737,0.737,0,47,36,251,0.95,0.0,12,6
0.743,0.709,0.631,0.631,59,7,36,921,0.5,0.001,12,6
0.743,0.709,0.793,0.793,2,35,36,330,0.8,0.001,12,6
0.743,0.709,0.793,0.793,1,36,36,219,0.85,0.001,12,6
0.743,0.709,0.737,0.737,0,47,36,167,0.9,0.001,12,6
0.743,0.709,0.737,0.737,0,47,36,132,0.95,0.001,12,6
0.743,0.709,0.631,0.631,59,7,36,817,0.5,0.003,12,6
0.743,0.709,0.793,0.793,2,35,36,299,0.8,0.003,12,6
0.743,0.709,0.793,0.793,1,36,36,188,0.85,0.003,12,6
0.743,0.709,0.737,0.737,0,47,36,136,0.9,0.003,12,6
0.743,0.709,0.737,0.737,0,47,36,101,0.95,0.003,12,6
0.743,0.709,0.631,0.631,59,7,36,629,0.5,0.006,12,6
0.743,0.709,0.793,0.793,2,35,36,266,0.8,0.006,12,6
0.743,0.709,0.793,0.793,1,36,36,155,0.85,0.006,12,6
0.743,0.709,0.737,0.737,0,47,36,103,0.9,0.006,12,6
0.743,0.709,0.737,0.737,0,47,36,68,0.95,0.006,12,6
0.743,0.709,0.631,0.631,59,7,36,385,0.5,0.011,12,6
0.743,0.709,0.793,0.793,2,35,36,142,0.8,0.011,12,6
0.743,0.709,0.777,0.777,1,39,36,91,0.85,0.011,12,6
0.743,0.709,0.737,0.737,0,47,36,69,0.9,0.011,12,6
0.743,0.709,0.737,0.737,0,47,36,34,0.95,0.011,12,6
0.743,0.698,0.631,0.631,59,7,36,192,0.5,0.022,12,6
0.743,0.698,0.799,0.799,1,35,36,59,0.8,0.022,12,6
0.743,0.698,0.777,0.777,1,39,36,44,0.85,0.022,12,6
0.743,0.698,0.737,0.737,0,47,36,35,0.9,0.022,12,6
0.743,0.698,0.737,0.737,0,47,36,17,0.95,0.022,12,6
0.743,0.615,0.631,0.631,59,7,36,70,0.5,0.045,12,6
0.743,0.615,0.771,0.771,0,41,36,14,0.8,0.045,12,6
0.743,0.615,0.749,0.749,0,45,36,11,0.85,0.045,12,6
0.743,0.615,0.737,0.737,0,47,36,10,0.9,0.045,12,6
0.743,0.615,0.737,0.737,0,47,36,5,0.95,0.045,12,6
0.743,0.615,0.816,0.816,14,19,36,2,0.5,0.18,12,6
0.743,0.615,0.615,0.615,0,69,36,0,0.8,0.18,12,6
0.743,0.615,0.615,0.615,0,69,36,0,0.85,0.18,12,6
0.743,0.615,0.615,0.615,0,69,36,0,0.9,0.18,12,6
0.743,0.615,0.615,0.615,0,69,36,0,0.95,0.18,12,6
0.743,0.709,0.631,0.631,59,7,38,1105,0.5,0.0,12,8
0.743,0.709,0.838,0.838,4,25,38,481,0.8,0.0,12,8
0.743,0.709,0.838,0.838,3,26,38,362,0.85,0.0,12,8
0.743,0.709,0.816,0.816,2,31,38,311,0.9,0.0,12,8
0.743,0.709,0.788,0.788,0,38,38,273,0.95,0.0,12,8
0.743,0.709,0.631,0.631,59,7,38,980,0.5,0.001,12,8
0.743,0.709,0.838,0.838,4,25,38,356,0.8,0.001,12,8
0.743,0.709,0.838,0.838,3,26,38,237,0.85,0.001,12,8
0.743,0.709,0.816,0.816,2,31,38,186,0.9,0.001,12,8
0.743,0.709,0.788,0.788,0,38,38,148,0.95,0.001,12,8
0.743,0.709,0.631,0.631,59,7,38,864,0.5,0.003,12,8
0.743,0.709,0.838,0.838,4,25,38,318,0.8,0.003,12,8
0.743,0.709,0.838,0.838,3,26,38,199,0.85,0.003,12,8
0.743,0.709,0.816,0.816,2,31,38,148,0.9,0.003,12,8
0.743,0.709,0.788,0.788,0,38,38,110,0.95,0.003,12,8
0.743,0.709,0.631,0.631,59,7,38,659,0.5,0.006,12,8
0.743,0.709,0.838,0.838,4,25,38,278,0.8,0.006,12,8
0.743,0.709,0.838,0.838,3,26,38,159,0.85,0.006,12,8
0.743,0.709,0.816,0.816,2,31,38,108,0.9,0.006,12,8
0.743,0.709,0.788,0.788,0,38,38,70,0.95,0.006,12,8
0.743,0.709,0.631,0.631,59,7,38,386,0.5,0.011,12,8
0.743,0.709,0.838,0.838,4,25,38,140,0.8,0.011,12,8
0.743,0.709,0.827,0.827,3,28,38,93,0.85,0.011,12,8
0.743,0.709,0.816,0.816,2,31,38,68,0.9,0.011,12,8
0.743,0.709,0.788,0.788,0,38,38,30,0.95,0.011,12,8
0.743,0.698,0.631,0.631,59,7,38,194,0.5,0.022,12,8
0.743,0.698,0.844,0.844,3,25,38,63,0.8,0.022,12,8
0.743,0.698,0.827,0.827,3,28,38,47,0.85,0.022,12,8
0.743,0.698,0.816,0.816,2,31,38,38,0.9,0.022,12,8
0.743,0.698,0.788,0.788,0,38,38,16,0.95,0.022,12,8
0.743,0.615,0.631,0.631,59,7,38,67,0.5,0.045,12,8
0.743,0.615,0.832,0.832,2,28,38,14,0.8,0.045,12,8
0.743,0.615,0.816,0.816,2,31,38,12,0.85,0.045,12,8
0.743,0.615,0.816,0.816,2,31,38,11,0.9,0.045,12,8
0.743,0.615,0.737,0.737,0,47,38,4,0.95,0.045,12,8
0.743,0.615,0.816,0.816,14,19,38,2,0.5,0.18,12,8
0.743,0.615,0.615,0.615,0,69,38,0,0.8,0.18,12,8
0.743,0.615,0.615,0.615,0,69,38,0,0.85,0.18,12,8
0.743,0.615,0.615,0.615,0,69,38,0,0.9,0.18,12,8
0.743,0.615,0.615,0.615,0,69,38,0,0.95,0.18,12,8
0.743,0.709,0.631,0.631,59,7,40,1098,0.5,0.0,12,10
0.743,0.709,0.838,0.838,4,25,40,467,0.8,0.0,12,10
0.743,0.709,0.838,0.838,3,26,40,348,0.85,0.0,12,10
0.743,0.709,0.816,0.816,2,31,40,303,0.9,0.0,12,10
0.743,0.709,0.788,0.788,0,38,40,264,0.95,0.0,12,10
0.743,0.709,0.631,0.631,59,7,40,973,0.5,0.001,12,10
0.743,0.709,0.838,0.838,4,25,40,342,0.8,0.001,12,10
0.743,0.709,0.838,0.838,3,26,40,223,0.85,0.001,12,10
0.743,0.709,0.816,0.816,2,31,40,178,0.9,0.001,12,10
0.743,0.709,0.788,0.788,0,38,40,139,0.95,0.001,12,10
0.743,0.709,0.631,0.631,59,7,40,860,0.5,0.003,12,10
0.743,0.709,0.838,0.838,4,25,40,307,0.8,0.003,12,10
0.743,0.709,0.838,0.838,3,26,40,188,0.85,0.003,12,10
0.743,0.709,0.816,0.816,2,31,40,143,0.9,0.003,12,10
0.743,0.709,0.788,0.788,0,38,40,104,0.95,0.003,12,10
0.743,0.709,0.631,0.631,59,7,40,662,0.5,0.006,12,10
0.743,0.709,0.838,0.838,4,25,40,268,0.8,0.006,12,10
0.743,0.709,0.838,0.838,3,26,40,149,0.85,0.006,12,10
0.743,0.709,0.816,0.816,2,31,40,104,0.9,0.006,12,10
0.743,0.709,0.788,0.788,0,38,40,65,0.95,0.006,12,10
0.743,0.709,0.631,0.631,59,7,40,386,0.5,0.011,12,10
0.743,0.709,0.838,0.838,4,25,40,136,0.8,0.011,12,10
0.743,0.709,0.827,0.827,3,28,40,93,0.85,0.011,12,10
0.743,0.709,0.816,0.816,2,31,40,69,0.9,0.011,12,10
0.743,0.709,0.788,0.788,0,38,40,30,0.95,0.011,12,10
0.743,0.698,0.631,0.631,59,7,40,194,0.5,0.022,12,10
0.743,0.698,0.844,0.844,3,25,40,60,0.8,0.022,12,10
0.743,0.698,0.827,0.827,3,28,40,47,0.85,0.022,12,10
0.743,0.698,0.816,0.816,2,31,40,38,0.9,0.022,12,10
0.743,0.698,0.788,0.788,0,38,40,15,0.95,0.022,12,10
0.743,0.615,0.631,0.631,59,7,40,69,0.5,0.045,12,10
0.743,0.615,0.832,0.832,2,28,40,16,0.8,0.045,12,10
0.743,0.615,0.816,0.816,2,31,40,14,0.85,0.045,12,10
0.743,0.615,0.816,0.816,2,31,40,13,0.9,0.045,12,10
0.743,0.615,0.737,0.737,0,47,40,5,0.95,0.045,12,10
0.743,0.615,0.816,0.816,14,19,40,1,0.5,0.18,12,10
0.743,0.615,0.615,0.615,0,69,40,0,0.8,0.18,12,10
0.743,0.615,0.615,0.615,0,69,40,0,0.85,0.18,12,10
0.743,0.615,0.615,0.615,0,69,40,0,0.9,0.18,12,10
0.743,0.615,0.615,0.615,0,69,40,0,0.95,0.18,12,10
0.743,0.709,0.631,0.631,59,7,42,1099,0.5,0.0,12,12
0.743,0.709,0.838,0.838,4,25,42,474,0.8,0.0,12,12
0.743,0.709,0.838,0.838,3,26,42,361,0.85,0.0,12,12
0.743,0.709,0.816,0.816,2,31,42,317,0.9,0.0,12,12
0.743,0.709,0.788,0.788,0,38,42,278,0.95,0.0,12,12
0.743,0.709,0.631,0.631,59,7,42,970,0.5,0.001,12,12
0.743,0.709,0.838,0.838,4,25,42,345,0.8,0.001,12,12
0.743,0.709,0.838,0.838,3,26,42,232,0.85,0.001,12,12
0.743,0.709,0.816,0.816,2,31,42,188,0.9,0.001,12,12
0.743,0.709,0.788,0.788,0,38,42,149,0.95,0.001,12,12
0.743,0.709,0.631,0.631,59,7,42,857,0.5,0.003,12,12
0.743,0.709,0.838,0.838,4,25,42,308,0.8,0.003,12,12
0.743,0.709,0.838,0.838,3,26,42,195,0.85,0.003,12,12
0.743,0.709,0.816,0.816,2,31,42,151,0.9,0.003,12,12
0.743,0.709,0.788,0.788,0,38,42,112,0.95,0.003,12,12
0.743,0.709,0.631,0.631,59,7,42,643,0.5,0.006,12,12
0.743,0.709,0.838,0.838,4,25,42,260,0.8,0.006,12,12
0.743,0.709,0.838,0.838,3,26,42,147,0.85,0.006,12,12
0.743,0.709,0.816,0.816,2,31,42,103,0.9,0.006,12,12
0.743,0.709,0.788,0.788,0,38,42,64,0.95,0.006,12,12
0.743,0.709,0.631,0.631,59,7,42,382,0.5,0.011,12,12
0.743,0.709,0.838,0.838,4,25,42,133,0.8,0.011,12,12
0.743,0.709,0.827,0.827,3,28,42,91,0.85,0.011,12,12
0.743,0.709,0.816,0.816,2,31,42,68,0.9,0.011,12,12
0.743,0.709,0.788,0.788,0,38,42,29,0.95,0.011,12,12
0.743,0.698,0.631,0.631,59,7,42,188,0.5,0.022,12,12
0.743,0.698,0.844,0.844,3,25,42,58,0.8,0.022,12,12
0.743,0.698,0.827,0.827,3,28,42,45,0.85,0.022,12,12
0.743,0.698,0.816,0.816,2,31,42,36,0.9,0.022,12,12
0.743,0.698,0.788,0.788,0,38,42,14,0.95,0.022,12,12
0.743,0.615,0.631,0.631,59,7,42,68,0.5,0.045,12,12
0.743,0.615,0.832,0.832,2,28,42,16,0.8,0.045,12,12
0.743,0.615,0.816,0.816,2,31,42,14,0.85,0.045,12,12
0.743,0.615,0.816,0.816,2,31,42,12,0.9,0.045,12,12
0.743,0.615,0.737,0.737,0,47,42,5,0.95,0.045,12,12
0.743,0.615,0.816,0.816,14,19,42,1,0.5,0.18,12,12
0.743,0.615,0.615,0.615,0,69,42,0,0.8,0.18,12,12
0.743,0.615,0.615,0.615,0,69,42,0,0.85,0.18,12,12
0.743,0.615,0.615,0.615,0,69,42,0,0.9,0.18,12,12
0.743,0.615,0.615,0.615,0,69,42,0,0.95,0.18,12,12
0.743,0.726,0.631,0.631,59,7,44,1123,0.5,0.0,12,14
0.743,0.726,0.832,0.832,5,25,44,492,0.8,0.0,12,14
0.743,0.726,0.832,0.832,4,26,44,379,0.85,0.0,12,14
0.743,0.726,0.81,0.81,3,31,44,332,0.9,0.0,12,14
0.743,0.726,0.788,0.799,0,36,44,300,0.95,0.0,12,14
0.743,0.726,0.631,0.631,59,7,44,983,0.5,0.001,12,14
0.743,0.726,0.832,0.832,5,25,44,352,0.8,0.001,12,14
0.743,0.726,0.832,0.832,4,26,44,239,0.85,0.001,12,14
0.743,0.726,0.81,0.81,3,31,44,192,0.9,0.001,12,14
0.743,0.726,0.788,0.799,0,36,44,160,0.95,0.001,12,14
0.743,0.726,0.631,0.631,59,7,44,851,0.5,0.003,12,14
0.743,0.726,0.832,0.832,5,25,44,304,0.8,0.003,12,14
0.743,0.726,0.832,0.832,4,26,44,191,0.85,0.003,12,14
0.743,0.726,0.81,0.81,3,31,44,144,0.9,0.003,12,14
0.743,0.726,0.788,0.799,0,36,44,112,0.95,0.003,12,14
0.743,0.726,0.631,0.631,59,7,44,639,0.5,0.006,12,14
0.743,0.726,0.832,0.832,5,25,44,261,0.8,0.006,12,14
0.743,0.726,0.832,0.832,4,26,44,148,0.85,0.006,12,14
0.743,0.726,0.81,0.81,3,31,44,101,0.9,0.006,12,14
0.743,0.726,0.788,0.799,0,36,44,69,0.95,0.006,12,14
0.743,0.709,0.631,0.631,59,7,44,373,0.5,0.011,12,14
0.743,0.709,0.832,0.832,5,25,44,131,0.8,0.011,12,14
0.743,0.709,0.821,0.821,4,28,44,87,0.85,0.011,12,14
0.743,0.709,0.81,0.81,3,31,44,61,0.9,0.011,12,14
0.743,0.709,0.788,0.788,0,38,44,29,0.95,0.011,12,14
0.743,0.698,0.631,0.631,59,7,44,182,0.5,0.022,12,14
0.743,0.698,0.844,0.844,3,25,44,53,0.8,0.022,12,14
0.743,0.698,0.827,0.827,3,28,44,40,0.85,0.022,12,14
0.743,0.698,0.816,0.816,2,31,44,32,0.9,0.022,12,14
0.743,0.698,0.788,0.788,0,38,44,13,0.95,0.022,12,14
0.743,0.615,0.631,0.631,59,7,44,64,0.5,0.045,12,14
0.743,0.615,0.832,0.832,2,28,44,14,0.8,0.045,12,14
0.743,0.615,0.816,0.816,2,31,44,12,0.85,0.045,12,14
0.743,0.615,0.816,0.816,2,31,44,11,0.9,0.045,12,14
0.743,0.615,0.737,0.737,0,47,44,4,0.95,0.045,12,14
0.743,0.615,0.816,0.816,14,19,44,1,0.5,0.18,12,14
0.743,0.615,0.615,0.615,0,69,44,0,0.8,0.18,12,14
0.743,0.615,0.615,0.615,0,69,44,0,0.85,0.18,12,14
0.743,0.615,0.615,0.615,0,69,44,0,0.9,0.18,12,14
0.743,0.615,0.615,0.615,0,69,44,0,0.95,0.18,12,14
0.743,0.743,0.631,0.631,59,7,46,1191,0.5,0.0,12,16
0.743,0.743,0.832,0.832,5,25,46,523,0.8,0.0,12,16
0.743,0.743,0.832,0.832,4,26,46,411,0.85,0.0,12,16
0.743,0.743,0.81,0.81,3,31,46,366,0.9,0.0,12,16
0.743,0.743,0.788,0.799,0,36,46,325,0.95,0.0,12,16
0.743,0.743,0.631,0.631,59,7,46,1045,0.5,0.001,12,16
0.743,0.743,0.832,0.832,5,25,46,377,0.8,0.001,12,16
0.743,0.743,0.832,0.832,4,26,46,265,0.85,0.001,12,16
0.743,0.743,0.81,0.81,3,31,46,220,0.9,0.001,12,16
0.743,0.743,0.788,0.799,0,36,46,179,0.95,0.001,12,16
0.743,0.743,0.631,0.631,59,7,46,903,0.5,0.003,12,16
0.743,0.743,0.832,0.832,5,25,46,328,0.8,0.003,12,16
0.743,0.743,0.832,0.832,4,26,46,216,0.85,0.003,12,16
0.743,0.743,0.81,0.81,3,31,46,171,0.9,0.003,12,16
0.743,0.743,0.788,0.799,0,36,46,130,0.95,0.003,12,16
0.743,0.743,0.631,0.631,59,7,46,666,0.5,0.006,12,16
0.743,0.743,0.832,0.832,5,25,46,274,0.8,0.006,12,16
0.743,0.743,0.832,0.832,4,26,46,162,0.85,0.006,12,16
0.743,0.743,0.81,0.81,3,31,46,117,0.9,0.006,12,16
0.743,0.743,0.788,0.799,0,36,46,76,0.95,0.006,12,16
0.743,0.726,0.631,0.631,59,7,46,383,0.5,0.011,12,16
0.743,0.726,0.832,0.832,5,25,46,138,0.8,0.011,12,16
0.743,0.726,0.821,0.821,4,28,46,95,0.85,0.011,12,16
0.743,0.726,0.81,0.81,3,31,46,72,0.9,0.011,12,16
0.743,0.726,0.788,0.788,0,38,46,31,0.95,0.011,12,16
0.743,0.698,0.631,0.631,59,7,46,190,0.5,0.022,12,16
0.743,0.698,0.844,0.844,3,25,46,61,0.8,0.022,12,16
